inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
ABJSFSLMGRVNBG-UHFFFAOYSA-N,O=[N+]([O-])c1cc([N+](=O)[O-])c2[nH]c(C(F)(F)F)nc2c1,[O-][N+](=O)C1=CC2NC(=NC=2C(=C1)[N+]([O-])=O)C(F)(F)F,6609-38-7,"Benzimidazole, 4,6-dinitro-2-(trifluoromethyl)-",,rat_acute_oral_ld50,11.51,mg/kg,-1.3798504992775715,cat2,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID20216282,,1,single,,
ABKKUIZOZFQVAA-UHFFFAOYSA-N,COP(=S)(OC)SCCSC,CSCCSP(=S)(OC)OC,4752-35-6,"Phosphorodithioic acid, O,O-dimethyl S-2-(methylthio)ethyl ester",,rat_acute_oral_ld50,75.0,mg/kg,-0.49039214370389994,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID20197183,,1,single,,
ABPBVCKGWWGZDP-UHFFFAOYSA-N,FC1(F)C(Cl)=C(Cl)C(F)(F)C1(F)F,FC1(F)C(F)(F)C(Cl)=C(Cl)C1(F)F,706-79-6,"Cyclopentene, 1,2-dichloro-3,3,4,4,5,5-hexafluoro-",,rat_acute_oral_ld50,280.0,mg/kg,0.05989615440221437,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID0061038,,1,single,,
ABRYUUSJZZOGOI-UHFFFAOYSA-N,O=[N+]([O-])c1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl,[O-][N+](=O)C1=C(Cl)C=C2NC(=NC2=C1Cl)C(F)(F)F,6609-43-4,"Benzimidazole, 4,6-dichloro-5-nitro-2-(trifluoromethyl)-",,rat_acute_oral_ld50,36.0,mg/kg,-0.9192925941306759,cat2,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID20216287,,1,single,,
ABXHHEZNIJUQFM-UHFFFAOYSA-N,CC(C)NCC(O)COc1ccccc1C1CCCCC1,Cl.CC(C)NCC(O)COc1ccccc1C1CCCCC1,59333-90-3,,,rat_acute_oral_ld50,1850.0,mg/kg,0.8029507856292839,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,59333-90-3,,1,single,,
ACAQBVFQWQYTAB-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSC(=S)N(C)C,CN(C)C(=S)SCSP(=S)(OCC)OCC,63580-68-7,"Carbamodithioic acid, dimethyl-, ((diethoxyphosphinothioyl)thio)methyl ester",,rat_acute_oral_ld50,150.0,mg/kg,-0.3276937052258441,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID50212959,,1,single,,
ACCDBHBOYZJSDT-UHFFFAOYSA-N,O=C(CF)Nc1ccc(Br)cc1,O=C(CF)NC1C=CC(Br)=CC=1,351-05-3,"Acetamide, N-(4-bromophenyl)-2-fluoro- (9CI)",,rat_acute_oral_ld50,29.0,mg/kg,-0.9011566441247978,cat2,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID40188593,,1,single,,
ACCGTCAIJGCXOV-UHFFFAOYSA-N,CCOC(=O)C1=CN(C(=O)CC)C2CCCC(C)N2C1=O,CC1CCCC2N1C(=O)C(=CN2C(=O)CC)C(=O)OCC,33499-11-5,,,rat_acute_oral_ld50,2973.0,mg/kg,1.0046143083449373,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,33499-11-5,,1,single,,
ACGDKVXYNVEAGU-UHFFFAOYSA-N,N=C(N)NCCN1CCCCCCC1,NC(=N)NCCN1CCCCCCC1,55-65-2,Guanethidine,,rat_acute_oral_ld50,1050.0,mg/kg,0.7241197305335594,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID5023116,,1,single,,
ACGUYXCXAPNIKK-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,[Na+].[O-]C1C(CC2C(O)=C(Cl)C=C(Cl)C=2Cl)=C(Cl)C(Cl)=CC=1Cl,5736-15-2,"2,2'-Methylenebis(3,4,6-trichlorophenol) monosodium salt",,rat_acute_oral_ld50,57.56999218342835,mg/kg,-0.8460238043636805,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID4041313,,2,geomean,0.03909272106018137,
ACMLKANOGIVEPB-UHFFFAOYSA-N,O=C(O)c1cc2ccccc2oc1=O,OC(=O)C1=CC2=CC=CC=C2OC1=O,531-81-7,Coumarin-3-carboxylic acid,,rat_acute_oral_ld50,200.0,mg/kg,0.022215577920035205,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID70201183,,1,single,,
ACPNSCZYTIZEKI-UHFFFAOYSA-N,COc1ccc(O)c(C(C)(C)C)c1C(O)c1ncc([N+](=O)[O-])n1C,COc1ccc(O)c(c1C(O)c1[n]cc([n]1C)[N+]([O-])=O)C(C)(C)C,83940-41-4,,,rat_acute_oral_ld50,6800.0,mg/kg,1.3072721241268381,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,83940-41-4,,1,single,,
ACTOXUHEUCPTEW-UHFFFAOYSA-N,COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,COC1C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(C2O)N(C)C)C(CC=O)CC(C)C(C=CC=CCC(C)OC(=O)CC1O)OC1CCC(C(C)O1)N(C)C,68880-55-7,,,rat_acute_oral_ld50,4650.0,mg/kg,0.741875824041519,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,68880-55-7,,1,single,,
ACTRVOBWPAIOHC-UHFFFAOYSA-N,O=C(O)C(S)C(S)C(=O)O,OC(=O)C(S)C(S)C(O)=O,2418-14-6,"2,3-Dimercaptobutanedioic acid",,rat_acute_oral_ld50,4000.0,mg/kg,1.3420584046758446,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID10859324,,1,single,,
ACZAVKVQOOZHDY-UHFFFAOYSA-N,CCC(C)N(C(=O)c1c(Cl)cccc1Cl)C(C)CC,CC(CC)N(C(C)CC)C(=O)c1c(Cl)cccc1Cl,27891-14-1,,,rat_acute_oral_ld50,1450.0,mg/kg,0.6826572183769652,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,27891-14-1,,1,single,,
ADDNRBBXLJRQFM-UHFFFAOYSA-N,O=c1ccc2cc(CCCCN3CCN(c4ccccc4)CC3)ccc2[nH]1,O=C1C=CC2C=C(CCCCN3CCN(CC3)C3C=CC=CC=3)C=CC=2N1,80834-79-3,"2(1H)-Quinolinone, 6-(4-(4-phenyl-1-piperazinyl)butyl)-",,rat_acute_oral_ld50,500.0,mg/kg,0.14120373164817765,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID20230660,,1,single,,
ADFOJJHRTBFFOF-RBRWEJTLSA-N,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,[Na+].[Na+].C[C@]12CC[C@H]3[C@@H](CCC4C=C(C=CC=43)OC(=O)N(CCCl)CCCl)[C@@H]1CC[C@@H]2OP([O-])([O-])=O,52205-73-9,Estramustine phosphate sodium,,rat_acute_oral_ld50,5400.0,mg/kg,1.017113926960998,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID2048953,,1,single,,
ADHZMOYUJKFKSE-UHFFFAOYSA-N,CC1=CC(C)(C)Nc2ccc(Cc3ccc4c(c3)C(C)=CC(C)(C)N4)cc21,CC1(C)C=C(C)C2C=C(CC3=CC4=C(C=C3)NC(C)(C)C=C4C)C=CC=2N1,41208-07-5,"6,6'-Methylene bis(2,2,4-trimethyl-1,2-dihydroquinoline)",,rat_acute_oral_ld50,5001.0,mg/kg,1.144881688504546,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID30194128,,1,single,,
ADRNSOYXKABLGT-UHFFFAOYSA-N,CC(C)CCCCCCCOP(Oc1ccccc1)Oc1ccccc1,CC(C)CCCCCCCOP(OC1C=CC=CC=1)OC1C=CC=CC=1,26544-23-0,"Phosphorous acid, isodecyl diphenyl ester",,rat_acute_oral_ld50,3840.0,mg/kg,1.0112261860432346,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID3027904,,1,single,,
ADRPZEYTIFWCBC-UHFFFAOYSA-N,CN(C(=O)CF)c1cccc2ccccc12,CN(C(=O)CF)C1=CC=CC2=CC=CC=C21,5903-13-9,MNAF,,rat_acute_oral_ld50,67.0,mg/kg,-0.5105656005425729,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID1058139,,1,single,,
ADWZJHNUKKEYJS-XYOKQWHBSA-N,CN1CCN(C(=O)N/N=C/c2ccc([N+](=O)[O-])o2)CC1,CN1CCN(CC1)C(=O)N/N=C/C1=CC=C(O1)[N+]([O-])=O,14052-80-3,"1-Piperazinecarboxylic acid, 4-methyl-, (5-nitrofurfurylidene)hydrazide",,rat_acute_oral_ld50,750.0,mg/kg,0.42618125431029585,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID40161427,,1,single,,
ADZAAKGRMMGJKM-UHFFFAOYSA-N,O=[N+]([O-])OCC1CO1,[O-][N+](=O)OCC1CO1,6659-62-7,,,rat_acute_oral_ld50,460.0,mg/kg,0.58713110742558,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,6659-62-7,,1,single,,
ADZSGNDOZREKJK-UHFFFAOYSA-N,CCSc1nnc(C(C)(C)C)c(=O)n1N,CCSC1=NN=C(C(=O)N1N)C(C)(C)C,64529-56-2,Ethiozin,,rat_acute_oral_ld50,599.0,mg/kg,0.4192930033727674,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID1041926,,1,single,,
AEBJPMMMKMMACK-UHFFFAOYSA-N,O=S(=O)(F)C1CCC(S(=O)(=O)F)C1,O=S(=O)(F)C1CC(CC1)S(=O)(=O)F,35944-73-1,,,rat_acute_oral_ld50,7.9,mg/kg,-1.4715575982030322,cat2,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,35944-73-1,,1,single,,
AEJRTNBCFUOSEM-UHFFFAOYSA-N,CCC(C)(O)CCc1ccccc1,CCC(C)(O)CCC1C=CC=CC=1,10415-87-9,"Benzenepropanol, .alpha.-ethyl-.alpha.-methyl-",,rat_acute_oral_ld50,2950.0,mg/kg,1.219070892315697,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID60864266,,1,single,,
AELNGSYDNICUTH-UHFFFAOYSA-N,CCCc1[nH]c(=NC(=N)N)oc1CCC,Cl.CCCC1OC(N=C(N)N)=NC=1CCC,74550-96-2,"Guanidine, (4,5-dipropyl-2-oxazolyl)-, monohydrochloride",,rat_acute_oral_ld50,2001.0,mg/kg,0.9787217010316713,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID90225548,,1,single,,
AEMBWNDIEFEPTH-UHFFFAOYSA-N,CCN(N=O)C(C)(C)C,CCN(N=O)C(C)(C)C,3398-69-4,"tert-Butylamine, N-ethyl-N-nitroso-",,rat_acute_oral_ld50,1600.0,mg/kg,1.08980725943117,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID90187591,,1,single,,
AEMRFAOFKBGASW-UHFFFAOYSA-N,O=C(O)CO,[Na+].[O-]C(=O)CO,2836-32-0,Glycolic acid sodium salt,,rat_acute_oral_ld50,3712.0317886569906,mg/kg,1.688706422335032,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID6047153,,2,geomean,0.8083899806137984,high_cv
AEOCXXJPGCBFJA-UHFFFAOYSA-N,CCc1cc(C(N)=S)ccn1,CCC1C=C(C=CN=1)C(N)=S,536-33-4,Ethionamide,,rat_acute_oral_ld50,1320.0,mg/kg,0.900318131456642,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID0020577,,1,single,,
AEOMELCUDZBIFY-ZETCQYMHSA-N,CN[C@@H](C)c1cccc(O)c1,CN[C@@H](C)C1C=CC=C(O)C=1,894079-42-6,"Phenol, 3-[(1S)-1-(methylamino)ethyl]-",,rat_acute_oral_ld50,2001.0,mg/kg,1.121983446221109,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID90467567,,1,single,,
AEPWOCLBLLCOGZ-UHFFFAOYSA-N,C=CC(=O)OCCC#N,C=CC(=O)OCCC#N,106-71-8,2-Cyanoethyl prop-2-enoate,,rat_acute_oral_ld50,180.0,mg/kg,0.1581968717287742,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID1044776,,1,single,,
AEQAMCGEBHCRLA-UHFFFAOYSA-N,CCOC(=S)SSSSC(=S)OCC,CCOC(=S)SSSSC(=S)OCC,1851-71-4,"Formic acid, tetrathiobis(thio-, O,O-diethyl ester",,rat_acute_oral_ld50,275.0,mg/kg,-0.04624750091099281,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID50171714,,1,single,,
AEQDJSLRWYMAQI-UHFFFAOYSA-N,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2,[Cl-].COc1cc2C3Cc4ccc(OC)c(OC)c4C[NH+]3CCc2cc1OC,4880-82-4,,,rat_acute_oral_ld50,580.0,mg/kg,0.21298149807212616,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,4880-82-4,,1,single,,
AEUTYOVWOVBAKS-UWVGGRQHSA-N,CC[C@@H](CO)NCCN[C@@H](CC)CO,CC[C@@H](CO)NCCN[C@H](CO)CC,74-55-5,Ethambutol,,rat_acute_oral_ld50,2605.0719759730237,mg/kg,1.105798491701662,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID8023006,,2,geomean,1.0522271209141698,high_cv
AFBPFSWMIHJQDM-UHFFFAOYSA-N,CNc1ccccc1,CNC1C=CC=CC=1,100-61-8,N-Methylaniline,,rat_acute_oral_ld50,716.0,mg/kg,0.8252310261456963,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID9021841,,1,single,,
AFGFYWOVFUGCLA-UHFFFAOYSA-N,CCC(CC)C(=O)OCC(Cl)(Cl)Cl,CCC(CC)C(=O)OCC(Cl)(Cl)Cl,4189-10-0,"Butyric acid, 2-ethyl-, 2,2,2-trichloroethyl ester",,rat_acute_oral_ld50,900.0,mg/kg,0.5633107342418686,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID70194662,,1,single,,
AFIYKNJKFJVVGS-UHFFFAOYSA-N,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1CC2,Cl.CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CCN(CC)CC)C=C1,78816-48-5,"Carbamic acid, (5-(3-(diethylamino)-1-oxopropyl)-10,11-dihydro-5H-dibenz(b,f)azepin-3-yl)-, ethyl ester, monohydrochloride",,rat_acute_oral_ld50,138.0,mg/kg,-0.47209531971446406,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID40229319,,1,single,,
AFLXUQUGROGEFA-UHFFFAOYSA-N,C[N+]([O-])(CCCl)CCCl,Cl.C[N+]([O-])(CCCl)CCCl,302-70-5,Nitrogen mustard oxide,,rat_acute_oral_ld50,60.0,mg/kg,-0.45490014479809276,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID0023375,,1,single,,
AFNXATANNDIXLG-UHFFFAOYSA-N,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,[O-][N+](O)=O.ClC1C=C(Cl)C(=CC=1)C(CN1C=NC=C1)SCC1C=CC(Cl)=CC=1,61318-91-0,Sulconazole nitrate,,rat_acute_oral_ld50,1741.0,mg/kg,0.6431012245225828,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID2045490,,1,single,,
AFOCUYXEEUTSLC-UHFFFAOYSA-N,CC1N(c2ccccc2)C(=O)c2ccccc2N1C(=O)CN1CCOCC1,Cl.CC1N(c2ccccc2)C(=O)c2ccccc2N1C(=O)CN1CCOCC1,20866-13-1,,,rat_acute_oral_ld50,1708.0,mg/kg,0.6699880871534845,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,20866-13-1,,1,single,,
AFOMFXAEPQHFDD-UHFFFAOYSA-N,CCN(CC)CCOC(=O)Cc1ccc2c(c1)OCc1ccccc1C2=O,[Cl-].CC[NH+](CCOC(=O)Cc1cc2OCc3ccccc3C(=O)c2cc1)CC,63883-13-6,,,rat_acute_oral_ld50,150.0,mg/kg,-0.3887858166419404,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,63883-13-6,,1,single,,
